features	levels	decision	cuts	supportLHS	supportRHS	accuracyRHS	coverageLHS	coverageRHS	stabilityLHS	stabilityRHS	cut1	cut2	cut3	cut4	supportRatioLHS	supportRatioRHS	pValue	riskRatio	pValueRiskRatio	confIntRiskRatio	cut5
DLK1,LTC4S	1,1	Prot	value<cut,value<cut	6	6	1	0.17143	0.34314	1	1	-1.9201	-0.3273			0.3	0.3	1	Inf	1	-Inf:Inf	
STARD8,SMIM2	3,3	NonProt	value>cut,value>cut	6	6	1	0.17143	0.36397	1	1	1.48085	0.96565			0.31579	0.31579	1	Inf	1	-Inf:Inf	
STARD8,LOC114669850	3,1	NonProt	value>cut,value<cut	6	6	1	0.18571	0.38269	1	1	1.4746	-0.16588			0.31579	0.31579	1	Inf	1	-Inf:Inf	
STARD8,HCN2	3,3	NonProt	value>cut,value>cut	6	6	1	0.17143	0.34951	1	1	1.4761	-2.1214			0.31579	0.31579	1	Inf	1	-Inf:Inf	
FABP5,TRIM16	1,2	Prot	value<cut,cut<value<cut	7	6	0.85714	0.2	0.33333	1	1	1.991	-1.628	-0.9268		0.35	0.3	1	5.7	1	0.755:43.043	
TMX2,A1BG	3,3	Prot	value>cut,value>cut	7	7	0.89286	0.21032	0.36739	1	1	3.2416	-1.44232			0.35	0.35	1	Inf	1	-Inf:Inf	
X00000053274,TNNT2	3,1	Prot	value>cut,value<cut	6	6	0.92857	0.18571	0.33333	1	1	1.5977	-2.3553			0.3	0.3	1	Inf	1	-Inf:Inf	
TMX2,F2RL3	3,1	Prot	value>cut,value<cut	6	6	1	0.17064	0.3252	1	1	3.241	-3.94278			0.3	0.3	1	Inf	1	-Inf:Inf	
TMEM38A,DLK1	1,1	Prot	value<cut,value<cut	7	6	0.90476	0.18889	0.32876	1	1	2.7665	-1.9323			0.35	0.3	1	5.7	1	0.755:43.043	
FABP5,MYH15	1,1	Prot	value<cut,value<cut	6	6	1	0.18095	0.36601	1	1	1.99187	-2.31273			0.3	0.3	1	Inf	1	-Inf:Inf	
KRTAP29.1,SDK2	2,1	NonProt	cut<value<cut,value<cut	8	6	0.86607	0.21429	0.38235	1	1	-4.997	0.31275	-0.8912		0.42105	0.31579	1	3.15789473684211	1	0.725:13.762	
X00000064715,X00000058427	1,3	NonProt	value<cut,value>cut	7	6	0.85714	0.2	0.36397	1	1	-0.026	1.83405			0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
LOC702786,SMIM2	2,3	NonProt	cut<value<cut,value>cut	6	6	0.92857	0.18571	0.35907	1	1	-4.92785	-0.63298	1.03332		0.31579	0.31579	1	Inf	1	-Inf:Inf	
KRTAP29.1,SMIM2	2,3	NonProt	cut<value<cut,value>cut	6	6	0.92857	0.18571	0.34314	1	1	-4.9395	0.31275	1.0064		0.31579	0.31579	1	Inf	1	-Inf:Inf	
LOC719667,SMIM2	3,3	NonProt	value>cut,value>cut	6	6	1	0.18433	0.3894	1	1	4.97912	1.0064			0.31579	0.31579	1	Inf	1	-Inf:Inf	
SMIM2,HCN2	3,3	NonProt	value>cut,value>cut	6	6	1	0.17143	0.35294	1	1	0.9118	-2.0401			0.31579	0.31579	1	Inf	1	-Inf:Inf	
LOC709056,SMIM2	1,3	NonProt	value<cut,value>cut	6	6	1	0.17143	0.35376	1	1	-0.36277	0.9849			0.31579	0.31579	1	Inf	1	-Inf:Inf	
X00000037843,HCN2	3,3	NonProt	value>cut,value>cut	7	6	0.85714	0.2	0.35294	1	1	2.8764	-2.0401			0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
VSTM1,LOC114669850	2,1	NonProt	cut<value<cut,value<cut	8	7	0.86905	0.21905	0.39311	1	1	4.3465	5.21217	-0.1699		0.42105	0.36842	1	7.36842105263158	1	0.998:54.391	
TMX2,THRB	1,3	NonProt	value<cut,value>cut	6	6	1	0.17143	0.36029	1	1	2.87067	-3.0807			0.31579	0.31579	1	Inf	1	-Inf:Inf	
TMX2,USP31	1,3	NonProt	value<cut,value>cut	6	6	1	0.17143	0.35294	1	1	2.857	0.6409			0.31579	0.31579	1	Inf	1	-Inf:Inf	
VSTM1,LOC709056	1,3	Prot	value<cut,value>cut	7	6	0.85714	0.2	0.33333	1	1	4.3465	0.8126			0.35	0.3	1	5.7	1	0.755:43.043	
X00000064313,MYH15	1,1	Prot	value<cut,value<cut	7	6	0.85714	0.2	0.33333	1	1	-2.494	-2.2252			0.35	0.3	1	5.7	1	0.755:43.043	
ESR1,HCN2	2,2	Prot	cut<value<cut,cut<value<cut	7	6	0.85714	0.2	0.33333	1	1	0.5914	1.041	-3.1067	-2.0401	0.35	0.3	1	5.7	1	0.755:43.043	
X00000053012,HCN2	1,3	NonProt	value<cut,value>cut	7	6	0.85714	0.2	0.35294	1	1	2.6072	-2.0401			0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
X00000053012,SMIM2	1,3	NonProt	value<cut,value>cut	6	6	1	0.16905	0.36397	1	1	2.6072	0.9118			0.31579	0.31579	1	Inf	1	-Inf:Inf	
STARD8,DLK1	3,3	NonProt	value>cut,value>cut	6	6	1	0.17143	0.35084	1	1	1.46817	0.03476			0.31579	0.31579	1	Inf	1	-Inf:Inf	
VSTM1,HCN2	1,1	Prot	value<cut,value<cut	6	6	1	0.17857	0.35346	1	1	4.32938	-2.94885			0.3	0.3	1	Inf	1	-Inf:Inf	
FABP5,CFAP70	1,2	Prot	value<cut,cut<value<cut	6	6	1	0.16984	0.31637	1	1	1.99187	0.1011	2.23473		0.3	0.3	1	Inf	1	-Inf:Inf	
MYH15,ZNF576	1,3	Prot	value<cut,value>cut	6	6	1	0.17143	0.34314	1	1	-2.29085	3.945			0.3	0.3	1	Inf	1	-Inf:Inf	
FABP5,C5H4orf45	1,1	Prot	value<cut,value<cut	6	6	1	0.17143	0.33402	1	1	1.9876	0.21843			0.3	0.3	1	Inf	1	-Inf:Inf	
LOC709056,LTC4S	3,1	Prot	value>cut,value<cut	6	6	1	0.17143	0.33333	1	1	0.8126	-0.2908			0.3	0.3	1	Inf	1	-Inf:Inf	
X00000053012,ESR1	2,2	Prot	cut<value<cut,cut<value<cut	7	6	0.85714	0.2	0.33333	1	1	2.6072	2.8896	0.5914	1.041	0.35	0.3	1	5.7	1	0.755:43.043	
LOC702786,C5H4orf45	3,1	Prot	value>cut,value<cut	6	6	1	0.17143	0.33385	1	1	-0.09062	0.21378			0.3	0.3	1	Inf	1	-Inf:Inf	
VSTM1,LOC702786	1,3	Prot	value<cut,value>cut	6	6	0.97143	0.17619	0.32708	1	1	4.3446	-0.26086			0.3	0.3	1	Inf	1	-Inf:Inf	
VSTM1,X00000056965	3,1	NonProt	value>cut,value<cut	6	6	0.92857	0.18571	0.34314	1	1	5.1675	-3.3614			0.31579	0.31579	1	Inf	1	-Inf:Inf	
FABP5,USP31	3,2	NonProt	value>cut,cut<value<cut	6	6	1	0.1754	0.36302	1	1	2.46235	0.13557	0.70242		0.31579	0.31579	1	Inf	1	-Inf:Inf	
ZNF576,X00000056965	1,1	NonProt	value<cut,value<cut	6	6	1	0.16905	0.36397	1	1	3.741	-3.4086			0.31579	0.31579	1	Inf	1	-Inf:Inf	
TMX2,X00000058427	1,3	NonProt	value<cut,value>cut	6	6	1	0.17143	0.36397	1	1	2.8775	1.81625			0.31579	0.31579	1	Inf	1	-Inf:Inf	
TNNT2,X00000064369	1,3	Prot	value<cut,value>cut	6	6	1	0.17143	0.34314	1	1	-2.3553	3.3376			0.3	0.3	1	Inf	1	-Inf:Inf	
X00000064715,X00000064369	3,3	Prot	value>cut,value>cut	7	6	0.96875	0.19127	0.347	1	1	2.00528	3.28717			0.35	0.3	1	5.7	1	0.755:43.043	
X00000053274,USP31	3,1	Prot	value>cut,value<cut	6	6	1	0.17143	0.33987	1	1	1.5977	0.18393			0.3	0.3	1	Inf	1	-Inf:Inf	
USP31,X00000056965	1,2	Prot	value<cut,cut<value<cut	6	6	1	0.17714	0.34819	1	1	0.1021	-3.4341	-2.02892		0.3	0.3	1	Inf	1	-Inf:Inf	
X00000037843,X00000060253	1,3	Prot	value<cut,value>cut	7	6	0.90179	0.20714	0.37663	1	1	2.47585	2.05002			0.35	0.3	1	5.7	1	0.755:43.043	
TARM1,KRTAP29.1	3,2	NonProt	value>cut,cut<value<cut	7	6	0.85714	0.19815	0.36765	1	1	1.98717	-4.991	-0.15133		0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
FABP5,SDK2	3,2	NonProt	value>cut,cut<value<cut	6	6	1	0.17143	0.34865	1	1	2.46235	-0.99625	0.6044		0.31579	0.31579	1	Inf	1	-Inf:Inf	
LOC715623,ZNF576	1,1	NonProt	value<cut,value<cut	7	6	0.85714	0.19815	0.36765	1	1	-1.77283	3.741			0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
TARM1,LOC702786	3,2	NonProt	value>cut,cut<value<cut	7	6	0.90476	0.19048	0.36029	1	1	2.01607	-4.92873	-0.1852		0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
LOC715623,LAMC1	1,3	NonProt	value<cut,value>cut	7	6	0.86225	0.20726	0.37366	1	1	-1.74316	1.76459			0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
LOC709056,X00000056965	1,1	NonProt	value<cut,value<cut	6	6	0.97143	0.17619	0.35784	1	1	-0.40306	-3.4341			0.31579	0.31579	1	Inf	1	-Inf:Inf	
LOC715623,X00000064369	1,1	NonProt	value<cut,value<cut	6	6	1	0.16984	0.35376	1	1	-1.80267	2.6045			0.31579	0.31579	1	Inf	1	-Inf:Inf	
X00000037843,THRB	3,3	NonProt	value>cut,value>cut	7	6	0.85714	0.2	0.35907	1	1	2.96835	-3.1655			0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
LOC719667,ZNF576	3,1	NonProt	value>cut,value<cut	7	6	0.88571	0.19317	0.36225	1	1	4.9671	3.745			0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
F2RL3,USP31	3,3	NonProt	value>cut,value>cut	7	6	0.91071	0.2	0.37337	1	1	-1.7442	0.68083			0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
TMX2,SDK2	1,2	NonProt	value<cut,cut<value<cut	6	6	1	0.17143	0.35294	1	1	2.857	-0.8912	0.7789		0.31579	0.31579	1	Inf	1	-Inf:Inf	
X00000060146,HEY1	1,1	Prot	value<cut,value<cut	7	6	0.90476	0.19048	0.33987	1	1	-4.8295	-2.0012			0.35	0.3	1	5.7	1	0.755:43.043	
LOC709056,HEY1	2,1	Prot	cut<value<cut,value<cut	7	6	0.85714	0.2	0.33333	1	1	-0.4036	0.8126	-2.02		0.35	0.3	1	5.7	1	0.755:43.043	
X00000037843,TNNT2	1,1	Prot	value<cut,value<cut	6	6	1	0.17083	0.33213	1	1	2.47224	-2.41846			0.3	0.3	1	Inf	1	-Inf:Inf	
FABP5,DLK1	1,1	Prot	value<cut,value<cut	6	6	1	0.16984	0.32876	1	1	1.99613	-1.9323			0.3	0.3	1	Inf	1	-Inf:Inf	
X00000058729	3	Prot	value>cut	11	10	0.90909	0.31429	0.52632	1	1	-2.5992				0.55	0.5	1	9.5	1	1.342:67.267	
SDK2	3	Prot	value>cut	11	10	0.90909	0.31429	0.52632	1	1	0.4804				0.55	0.5	1	9.5	1	1.342:67.267	
X00000053274,SDK2	2,3	Prot	cut<value<cut,value>cut	6	6	1	0.17143	0.31579	1	1	-0.2752	1.7252	0.4804		0.3	0.3	1	Inf	1	-Inf:Inf	
X00000064715,X00000058427	3,2	Prot	value>cut,cut<value<cut	6	6	0.92857	0.18571	0.33437	1	1	1.9057	1.24995	1.8448		0.3	0.3	1	Inf	1	-Inf:Inf	
LOC701920,SDK2	3,3	Prot	value>cut,value>cut	6	6	1	0.17143	0.31579	1	1	5.486	0.4804			0.3	0.3	1	Inf	1	-Inf:Inf	
X00000059200,KIR3DL0	3,2	Prot	value>cut,cut<value<cut	6	6	0.95238	0.17937	0.31053	1	1	2.79883	2.82883	3.634		0.3	0.3	1	Inf	1	-Inf:Inf	
STARD8,X00000064369	2,3	Prot	cut<value<cut,value>cut	6	6	1	0.17143	0.31579	1	1	0.6394	1.48085	3.3515		0.3	0.3	1	Inf	1	-Inf:Inf	
LOC702786,LTC4S	2,3	NonProt	cut<value<cut,value>cut	9	8	0.85347	0.24841	0.44833	1	1	-4.92785	-0.09063	0.59275		0.47368	0.42105	1	8.42105263157895	1	1.161:61.099	
X00000053274,X00000059200	1,1	NonProt	value<cut,value<cut	6	6	0.95238	0.17937	0.36111	1	1	-0.41087	-0.4353			0.31579	0.31579	1	Inf	1	-Inf:Inf	
DLK1,ZNF576	2,2	Prot	cut<value<cut,cut<value<cut	7	7	1	0.19889	0.3895	1	1	-1.85644	-0.0195	3.7466	3.9411	0.35	0.35	1	Inf	1	-Inf:Inf	
THRB,X00000056965	2,2	Prot	cut<value<cut,cut<value<cut	7	6	0.85714	0.2	0.31579	1	1	-4.8418	-3.1655	-3.4706	-1.9257	0.35	0.3	1	5.7	1	0.755:43.043	
ESR1,C5H4orf45	3,1	Prot	value>cut,value<cut	6	6	1	0.17143	0.33437	1	1	1.04425	0.1759			0.3	0.3	1	Inf	1	-Inf:Inf	
LOC701920,MYH15	2,1	Prot	cut<value<cut,value<cut	6	6	1	0.18571	0.3421	1	1	5.2505	5.5265	-2.3565		0.3	0.3	1	Inf	1	-Inf:Inf	
C5H4orf45,TRIM16	1,3	Prot	value<cut,value>cut	6	6	0.92857	0.18571	0.31579	1	1	0.25165	-0.9464			0.3	0.3	1	Inf	1	-Inf:Inf	
TRIM16,LOC114669850	2,1	NonProt	cut<value<cut,value<cut	7	6	0.85714	0.2	0.375	1	1	-1.6451	-0.9464	-0.0248		0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
VSTM1,ZNF576	2,1	NonProt	cut<value<cut,value<cut	7	6	0.85714	0.2	0.375	1	1	4.474	5.2235	3.741		0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
X00000064369,ZNF576	1,1	NonProt	value<cut,value<cut	6	6	1	0.16984	0.375	1	1	2.5624	3.741			0.31579	0.31579	1	Inf	1	-Inf:Inf	
FABP5,X00000058729	3,2	NonProt	value>cut,cut<value<cut	6	6	1	0.17143	0.35417	1	1	2.415	-4.72285	-2.5258		0.31579	0.31579	1	Inf	1	-Inf:Inf	
LOC719667,STARD8	2,2	Prot	cut<value<cut,cut<value<cut	7	6	0.85714	0.2	0.31579	1	1	4.2055	4.964	0.6394	1.4671	0.35	0.3	1	5.7	1	0.755:43.043	
TARM1,X00000059995	1,2	Prot	value<cut,cut<value<cut	7	6	0.85714	0.2	0.31579	1	1	1.369	-0.3992	0.6708		0.35	0.3	1	5.7	1	0.755:43.043	
LOC719667,F2RL3	2,2	Prot	cut<value<cut,cut<value<cut	7	6	0.85714	0.2	0.31579	1	1	4.2055	4.964	-4.2261	-1.9341	0.35	0.3	1	5.7	1	0.755:43.043	
F2RL3,TARM1	2,1	Prot	cut<value<cut,value<cut	6	6	1	0.17143	0.31579	1	1	-4.2261	-1.9341	1.369		0.3	0.3	1	Inf	1	-Inf:Inf	
SMIM2,X00000060253	1,3	Prot	value<cut,value>cut	6	6	1	0.17143	0.31579	1	1	-0.2444	2.0577			0.3	0.3	1	Inf	1	-Inf:Inf	
X00000053274,X00000058729	2,3	Prot	cut<value<cut,value>cut	6	6	1	0.17143	0.31579	1	1	-0.2752	1.7252	-2.5992		0.3	0.3	1	Inf	1	-Inf:Inf	
LOC702786,X00000058729	3,3	Prot	value>cut,value>cut	6	6	1	0.17143	0.31579	1	1	0.1931	-2.5992			0.3	0.3	1	Inf	1	-Inf:Inf	
KRTAP29.1,X00000058729	3,3	Prot	value>cut,value>cut	6	6	1	0.17143	0.31579	1	1	1.954	-2.5992			0.3	0.3	1	Inf	1	-Inf:Inf	
SMIM2,X00000058729	1,3	Prot	value<cut,value>cut	6	6	1	0.17143	0.31579	1	1	-0.2444	-2.5992			0.3	0.3	1	Inf	1	-Inf:Inf	
X00000058729,X00000058427	3,1	Prot	value>cut,value<cut	6	6	1	0.17143	0.31579	1	1	-2.436	1.2264			0.3	0.3	1	Inf	1	-Inf:Inf	
TARM1,X00000053012	1,3	Prot	value<cut,value>cut	6	6	1	0.17143	0.31579	1	1	1.369	2.8597			0.3	0.3	1	Inf	1	-Inf:Inf	
LOC709056,MAOA	2,1	Prot	cut<value<cut,value<cut	6	6	1	0.17143	0.33402	1	1	-0.427	0.6827	0.25553		0.3	0.3	1	Inf	1	-Inf:Inf	
LOC702786,X00000058427	1,2	Prot	value<cut,cut<value<cut	6	6	1	0.17143	0.31579	1	1	-4.8818	1.211	1.8342		0.3	0.3	1	Inf	1	-Inf:Inf	
TARM1,SDK2	1,3	Prot	value<cut,value>cut	6	6	1	0.17143	0.31579	1	1	1.369	0.4804			0.3	0.3	1	Inf	1	-Inf:Inf	
X00000053274,STARD8	2,2	Prot	cut<value<cut,cut<value<cut	6	6	1	0.17143	0.31579	1	1	-0.2752	1.7252	0.6394	1.4671	0.3	0.3	1	Inf	1	-Inf:Inf	
LOC719667,X00000059995	2,2	Prot	cut<value<cut,cut<value<cut	6	6	1	0.17143	0.31579	1	1	4.2055	4.964	-0.3992	0.6708	0.3	0.3	1	Inf	1	-Inf:Inf	
X00000064715,X00000056965	3,2	Prot	value>cut,cut<value<cut	6	6	1	0.17143	0.31579	1	1	1.9788	-3.4706	-1.9257		0.3	0.3	1	Inf	1	-Inf:Inf	
TNNT2,ZNF576	2,2	Prot	cut<value<cut,cut<value<cut	6	6	1	0.17143	0.31579	1	1	-2.4981	-0.5648	3.741	3.9385	0.3	0.3	1	Inf	1	-Inf:Inf	
TMX2,X00000058729	2,3	Prot	cut<value<cut,value>cut	6	6	1	0.17143	0.31579	1	1	2.857	3.24	-2.5992		0.3	0.3	1	Inf	1	-Inf:Inf	
MYH15,SDK2	3,1	NonProt	value>cut,value<cut	7	6	0.85714	0.2	0.375	1	1	-1.5334	-1.1013			0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
X00000037843,TMX2	3,1	NonProt	value>cut,value<cut	6	6	1	0.17143	0.375	1	1	2.999	2.857			0.31579	0.31579	1	Inf	1	-Inf:Inf	
RBM46,X00000053012	1,1	NonProt	value<cut,value<cut	7	6	0.85714	0.2	0.375	1	1	-2.4387	2.5668			0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
X00000053012,ESR1	1,1	NonProt	value<cut,value<cut	7	6	0.85714	0.2	0.375	1	1	2.5668	0.6029			0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
TNNT2,X00000058729	3,2	NonProt	value>cut,cut<value<cut	6	6	1	0.17143	0.375	1	1	-0.5648	-4.7414	-2.5992		0.31579	0.31579	1	Inf	1	-Inf:Inf	
VSTM1,X00000058729	1,3	Prot	value<cut,value>cut	6	6	1	0.17143	0.31579	1	1	4.474	-2.5992			0.3	0.3	1	Inf	1	-Inf:Inf	
ZNF576,MAOA	2,3	Prot	cut<value<cut,value>cut	7	6	0.85714	0.2	0.31579	1	1	3.741	3.9385	0.6932		0.35	0.3	1	5.7	1	0.755:43.043	
HCN2,X00000056965	1,2	Prot	value<cut,cut<value<cut	7	6	0.96429	0.19147	0.34189	1	1	-2.93285	-3.47958	-2.07038		0.35	0.3	1	5.7	1	0.755:43.043	
LOC715623,LAMC1	3,2	Prot	value>cut,cut<value<cut	7	6	0.85714	0.2	0.31579	1	1	-0.5711	0.9234	1.8291		0.35	0.3	1	5.7	1	0.755:43.043	
LOC701920,X00000058729	3,3	Prot	value>cut,value>cut	6	6	1	0.17143	0.31579	1	1	5.486	-2.5992			0.3	0.3	1	Inf	1	-Inf:Inf	
F2RL3,LOC702786	3,2	NonProt	value>cut,cut<value<cut	6	6	0.92857	0.18571	0.36397	1	1	-1.93505	-4.917	0.1931		0.31579	0.31579	1	Inf	1	-Inf:Inf	
LOC702786,X00000058729	2,2	NonProt	cut<value<cut,cut<value<cut	6	6	1	0.17143	0.375	1	1	-4.8818	0.1931	-4.7414	-2.5992	0.31579	0.31579	1	Inf	1	-Inf:Inf	
SDK2,MAOA	2,2	NonProt	cut<value<cut,cut<value<cut	6	6	1	0.18571	0.38194	1	1	-1.1013	0.5333	0.2491	0.6932	0.31579	0.31579	1	Inf	1	-Inf:Inf	
X00000059200,CFAP70	1,3	NonProt	value<cut,value>cut	7	6	0.85714	0.2	0.36397	1	1	-0.4174	2.35365			0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
X00000053274,SDK2	1,2	NonProt	value<cut,cut<value<cut	7	6	0.85714	0.2	0.375	1	1	-0.2752	-1.1013	0.4804		0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
A1BG,THRB	1,3	NonProt	value<cut,value>cut	7	6	0.85714	0.2	0.375	1	1	-1.9115	-3.1655			0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
ESR1,ZNF576	1,1	NonProt	value<cut,value<cut	7	6	0.85714	0.2	0.375	1	1	0.57305	3.741			0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
STARD8,X00000058427	3,3	NonProt	value>cut,value>cut	6	6	1	0.17143	0.35	1	1	1.4761	1.82838			0.31579	0.31579	1	Inf	1	-Inf:Inf	
LOC114669850,X00000058427	1,3	NonProt	value<cut,value>cut	7	6	0.89286	0.19286	0.35417	1	1	-0.29807	1.827			0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
X00000058729,X00000059995	2,1	NonProt	cut<value<cut,value<cut	6	6	1	0.17143	0.375	1	1	-4.7414	-2.5992	-0.3992		0.31579	0.31579	1	Inf	1	-Inf:Inf	
DLK1,LTC4S	2,1	Prot	cut<value<cut,value<cut	7	6	0.90476	0.19048	0.34056	1	1	-1.814	0.0425	-0.4734		0.35	0.3	1	5.7	1	0.755:43.043	
LOC701920,F2RL3	3,1	Prot	value>cut,value<cut	7	6	0.85714	0.2	0.34056	1	1	5.46933	-3.6888			0.35	0.3	1	5.7	1	0.755:43.043	
X00000037843,LOC701920	1,3	Prot	value<cut,value>cut	7	6	0.85714	0.2	0.33402	1	1	2.4749	5.54			0.35	0.3	1	5.7	1	0.755:43.043	
X00000064715,LOC709056	3,2	Prot	value>cut,cut<value<cut	6	6	1	0.17143	0.31579	1	1	1.9788	-0.427	0.6827		0.3	0.3	1	Inf	1	-Inf:Inf	
X00000037843,X00000053012	1,3	Prot	value<cut,value>cut	7	6	0.89286	0.19861	0.34022	1	1	2.47057	2.86455			0.35	0.3	1	5.7	1	0.755:43.043	
VSTM1,LOC114669850	1,3	Prot	value<cut,value>cut	6	6	1	0.17143	0.32456	1	1	4.41025	1.5684			0.3	0.3	1	Inf	1	-Inf:Inf	
X00000053012,SDK2	3,3	Prot	value>cut,value>cut	6	6	1	0.17143	0.31579	1	1	2.8597	0.4804			0.3	0.3	1	Inf	1	-Inf:Inf	
LAMC1,CTH	3,3	NonProt	value>cut,value>cut	7	6	0.85714	0.2	0.375	1	1	1.8291	-0.8605			0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
KIR3DL0,TMX2	1,1	NonProt	value<cut,value<cut	6	6	0.92857	0.18571	0.375	1	1	2.768	2.8775			0.31579	0.31579	1	Inf	1	-Inf:Inf	
LOC715623,LOC702786	1,2	NonProt	value<cut,cut<value<cut	6	6	0.92857	0.18571	0.35417	1	1	-1.71275	-4.95235	-1.0762		0.31579	0.31579	1	Inf	1	-Inf:Inf	
KIR3DL0,X00000058729	2,3	Prot	cut<value<cut,value>cut	7	7	1	0.2	0.36842	1	1	2.778	3.634	-2.5992		0.35	0.35	1	Inf	1	-Inf:Inf	
X00000053012,HCN2	3,1	Prot	value>cut,value<cut	6	6	1	0.17857	0.34907	1	1	2.86718	-2.93745			0.3	0.3	1	Inf	1	-Inf:Inf	
LOC701920,ESR1	2,3	Prot	cut<value<cut,value>cut	7	6	0.85714	0.2	0.31579	1	1	5.2445	5.486	1.0667		0.35	0.3	1	5.7	1	0.755:43.043	
STARD8,X00000059995	2,2	Prot	cut<value<cut,cut<value<cut	7	6	0.85714	0.2	0.31579	1	1	0.6394	1.4671	-0.3992	0.6708	0.35	0.3	1	5.7	1	0.755:43.043	
TMX2,X00000060253	2,3	Prot	cut<value<cut,value>cut	6	6	1	0.17143	0.31579	1	1	2.857	3.24	2.0577		0.3	0.3	1	Inf	1	-Inf:Inf	
TMX2,ZNF576	3,2	Prot	value>cut,cut<value<cut	7	6	0.85714	0.2	0.31579	1	1	3.24	3.741	3.9385		0.35	0.3	1	5.7	1	0.755:43.043	
CBS,X00000053012	3,2	Prot	value>cut,cut<value<cut	6	6	0.92857	0.18571	0.33437	1	1	0.11085	2.54525	2.8627		0.3	0.3	1	Inf	1	-Inf:Inf	
LOC715623,SDK2	3,3	Prot	value>cut,value>cut	6	6	1	0.17143	0.31579	1	1	-0.5711	0.4804			0.3	0.3	1	Inf	1	-Inf:Inf	
KIR3DL0,THRB	1,3	NonProt	value<cut,value>cut	6	6	1	0.17143	0.35392	1	1	2.766	-3.07808			0.31579	0.31579	1	Inf	1	-Inf:Inf	
TARM1,LOC702786	1,1	Prot	value<cut,value<cut	7	6	0.85714	0.2	0.31579	1	1	1.369	-4.8818			0.35	0.3	1	5.7	1	0.755:43.043	
TNNT2,THRB	1,1	Prot	value<cut,value<cut	6	6	1	0.17738	0.33012	1	1	-2.46097	-4.86922			0.3	0.3	1	Inf	1	-Inf:Inf	
VSTM1,SMIM2	1,1	Prot	value<cut,value<cut	7	6	0.90476	0.2	0.3581	1	1	4.46983	-0.25617			0.35	0.3	1	5.7	1	0.755:43.043	
FABP5,F2RL3	2,1	Prot	cut<value<cut,value<cut	7	6	0.90476	0.2	0.33918	1	1	1.98293	2.44657	-3.9579		0.35	0.3	1	5.7	1	0.755:43.043	
C5H4orf45,X00000059995	1,2	Prot	value<cut,cut<value<cut	6	6	1	0.17143	0.32817	1	1	0.2264	-0.4009	0.68733		0.3	0.3	1	Inf	1	-Inf:Inf	
TNNT2,DLK1	1,1	Prot	value<cut,value<cut	6	6	1	0.17143	0.31579	1	1	-2.4981	-1.84765			0.3	0.3	1	Inf	1	-Inf:Inf	
LAMC1,X00000059995	3,1	NonProt	value>cut,value<cut	7	6	0.91071	0.2	0.38194	1	1	1.77817	-0.4009			0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
X00000053012,LAMC1	1,3	NonProt	value<cut,value>cut	7	6	0.85714	0.2	0.35417	1	1	2.55535	1.8291			0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
LOC709056,ESR1	1,1	NonProt	value<cut,value<cut	6	6	1	0.17143	0.35417	1	1	-0.3905	0.5665			0.31579	0.31579	1	Inf	1	-Inf:Inf	
LOC709056,LAMC1	1,3	NonProt	value<cut,value>cut	6	6	1	0.16984	0.36111	1	1	-0.427	1.80053			0.31579	0.31579	1	Inf	1	-Inf:Inf	
LOC709056,CBS	1,1	NonProt	value<cut,value<cut	7	6	0.85714	0.2	0.375	1	1	-0.427	-1.4791			0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
ZNF576,CTH	1,3	NonProt	value<cut,value>cut	7	6	0.89286	0.20444	0.38333	1	1	3.745	-0.84348			0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
LOC701920,X00000059995	1,1	NonProt	value<cut,value<cut	6	6	1	0.17143	0.375	1	1	5.2445	-0.3992			0.31579	0.31579	1	Inf	1	-Inf:Inf	
LOC709056,X00000058729	1,2	NonProt	value<cut,cut<value<cut	6	6	1	0.17143	0.35417	1	1	-0.3905	-4.72285	-2.5258		0.31579	0.31579	1	Inf	1	-Inf:Inf	
TARM1,THRB	3,3	NonProt	value>cut,value>cut	6	6	1	0.17143	0.34722	1	1	2.07967	-3.1655			0.31579	0.31579	1	Inf	1	-Inf:Inf	
