features	levels	decision	supportLHS	supportRHS	accuracyRHS	coverageLHS	coverageRHS	cuts	cut1	cut2	cut3	pValue	riskRatio	pValueRiskRatio	confIntRiskRatio	supportSetLHS	supportSetRHS	cut4	stabilityLHS	stabilityRHS	supportRatioLHS	supportRatioRHS	cut5
LILRB1,A1BG	1,3	Prot	7	7	1	0.18955	0.36463	value<cut,value>cut	7.29283	-1.43665		1	Inf	1	-Inf:Inf				1	1	0.35	0.35	
KIR3DL0,LAMC1	2,2	Prot	6	6	1	0.17143	0.35294	cut<value<cut,cut<value<cut	2.9505	3.7	0.903	1	Inf	1	-Inf:Inf			1.8291	1	1	0.3	0.3	
FABP5,X00000037843	2,1	Prot	6	6	1	0.17064	0.33173	cut<value<cut,value<cut	1.99295	2.45695	2.47008	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
TMEM38A,LOC114669850	2,2	NonProt	6	6	0.92857	0.18571	0.33333	cut<value<cut,cut<value<cut	2.74925	3.15075	-0.0248	1	Inf	1	-Inf:Inf			1.51495	1	1	0.31579	0.31579	
X00000059200,X00000064369	1,1	NonProt	6	6	1	0.17798	0.36816	value<cut,value<cut	-0.42692	2.57567		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
FABP5,LOC702786	3,2	NonProt	6	6	1	0.17738	0.36806	value>cut,cut<value<cut	2.5016	-5.02065	-1.90228	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
KRTAP29.1,HCN2	2,3	NonProt	6	6	1	0.18095	0.36206	cut<value<cut,value>cut	-4.98058	-1.7825	-2.13925	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
X00000059200,ZNF576	1,1	NonProt	6	6	1	0.17143	0.35417	value<cut,value<cut	-0.4139	3.741		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
VSTM1,TRIM16	1,3	Prot	7	6	0.90476	0.19048	0.34056	value<cut,value>cut	4.4315	-0.98153		1	5.7	1	0.755:43.043				1	1	0.35	0.3	
X00000059200,KRTAP29.1	3,3	Prot	7	6	0.86012	0.2037	0.3368	value>cut,value>cut	2.79133	-1.70158		1	5.7	1	0.755:43.043				1	1	0.35	0.3	
A1BG,ZNF576	2,1	NonProt	7	6	0.85714	0.2	0.33987	cut<value<cut,value<cut	-1.9115	-1.4275	3.74767	1	6.31578947368421	1	0.836:47.694				1	1	0.36842	0.31579	
TARM1,ESR1	3,1	NonProt	7	6	0.85714	0.2	0.33333	value>cut,value<cut	1.9697	0.6029		1	6.31578947368421	1	0.836:47.694				1	1	0.36842	0.31579	
DLK1,X00000059995	3,1	NonProt	6	6	1	0.17143	0.34314	value>cut,value<cut	-0.0066	-0.44865		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
KRTAP29.1,CTH	2,3	NonProt	7	6	0.94866	0.19286	0.36989	cut<value<cut,value>cut	-4.9885	-1.22756	-0.74224	1	6.31578947368421	1	0.836:47.694				1	1	0.36842	0.31579	
LOC709056,LILRB1	1,3	NonProt	6	6	1	0.17143	0.35376	value<cut,value>cut	-0.427	7.699		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
C5H4orf45,ZNF576	3,1	NonProt	6	6	1	0.17064	0.35417	value>cut,value<cut	1.86053	3.74233		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
X00000037843,TARM1	3,3	NonProt	7	6	0.89286	0.19286	0.34865	value>cut,value>cut	2.8718	2.0257		1	6.31578947368421	1	0.836:47.694				1	1	0.36842	0.31579	
TARM1,SMIM2	3,3	NonProt	8	6	0.86541	0.2131	0.3844	value>cut,value>cut	1.98358	1.01142		1	3.15789473684211	1	0.725:13.762				1	1	0.42105	0.31579	
VSTM1,TARM1	3,3	NonProt	8	6	0.8373	0.2125	0.36428	value>cut,value>cut	5.20675	1.99108		1	3.15789473684211	1	0.725:13.762				1	1	0.42105	0.31579	
KIR3DL0,LTC4S	1,3	NonProt	6	6	1	0.17143	0.33333	value<cut,value>cut	2.9505	0.5971		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
VSTM1,SDK2	3,1	NonProt	6	6	1	0.17143	0.33725	value>cut,value<cut	5.2101	-0.8672		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
KIR3DL0,LOC702786	1,2	NonProt	6	6	1	0.18452	0.37153	value<cut,cut<value<cut	2.85925	-4.9764	-1.35992	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
CFAP70,X00000064369	3,1	NonProt	7	6	0.85714	0.2	0.33987	value>cut,value<cut	2.34737	2.5557		1	6.31578947368421	1	0.836:47.694				1	1	0.36842	0.31579	
LOC709056,C5H4orf45	1,3	NonProt	7	6	0.86071	0.2046	0.37402	value<cut,value>cut	-0.40306	1.74288		1	6.31578947368421	1	0.836:47.694				1	1	0.36842	0.31579	
X00000037843,DLK1	3,3	NonProt	6	6	1	0.17143	0.34722	value>cut,value>cut	2.8294	0.0425		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
STARD8,THRB	3,3	NonProt	7	7	1	0.18776	0.38177	value>cut,value>cut	1.47353	-3.14964		1	Inf	1	-Inf:Inf				1	1	0.36842	0.36842	
X00000037843,STARD8	3,3	NonProt	6	6	1	0.18571	0.38058	value>cut,value>cut	2.87475	1.46377		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
A1BG,X00000059995	2,1	NonProt	6	6	1	0.16905	0.35417	cut<value<cut,value<cut	-2.00925	-1.4227	-0.4414	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
FABP5,ZNF576	3,1	NonProt	6	6	1	0.17798	0.36657	value>cut,value<cut	2.47014	3.7445		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
X00000059200,TMX2	1,1	NonProt	6	6	1	0.17143	0.35417	value<cut,value<cut	-0.4139	2.857		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
LILRB1,X00000060253	3,1	NonProt	6	6	0.95238	0.18095	0.34722	value>cut,value<cut	7.72867	1.18767		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
VSTM1,TMX2	3,1	NonProt	6	6	1	0.17064	0.34355	value>cut,value<cut	5.19367	2.86617		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
CBS,KRTAP29.1	2,2	NonProt	6	6	1	0.17143	0.33333	cut<value<cut,cut<value<cut	-1.861	-0.01145	-5.01425	1	Inf	1	-Inf:Inf			-4.338	1	1	0.31579	0.31579	
X00000059200,LOC702786	3,3	Prot	7	6	0.86071	0.20444	0.33749	value>cut,value>cut	2.7762	-0.97548		1	5.7	1	0.755:43.043				1	1	0.35	0.3	
KIR3DL0,A1BG	2,3	Prot	6	6	1	0.17143	0.35294	cut<value<cut,value>cut	2.9505	3.7	-1.3534	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
USP31,X00000064369	1,3	Prot	6	6	1	0.18003	0.34606	value<cut,value>cut	0.09577	3.28768		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
KIR3DL0,LOC702786	2,3	Prot	7	7	0.975	0.19317	0.35978	cut<value<cut,value>cut	2.839	3.6149	-1.4832	1	Inf	1	-Inf:Inf				1	1	0.35	0.35	
TARM1,LTC4S	2,1	Prot	7	6	0.85714	0.19889	0.331	cut<value<cut,value<cut	1.34962	1.98304	-0.40994	1	5.7	1	0.755:43.043				1	1	0.35	0.3	
TMEM38A,LTC4S	1,1	Prot	7	6	0.98438	0.18869	0.36073	value<cut,value<cut	2.77513	-0.44744		1	5.7	1	0.755:43.043				1	1	0.35	0.3	
ESR1,MYH15	3,1	Prot	6	6	1	0.17143	0.34159	value>cut,value<cut	1.07178	-2.31424		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000053012,SDK2	2,3	Prot	7	6	0.85714	0.2	0.33333	cut<value<cut,value>cut	2.6072	2.8896	0.7789	1	5.7	1	0.755:43.043				1	1	0.35	0.3	
X00000037843,TMX2	1,2	Prot	6	6	1	0.17143	0.32456	value<cut,cut<value<cut	2.4673	2.857	3.24	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
THRB,X00000060253	1,3	Prot	7	7	0.975	0.19429	0.37042	value<cut,value>cut	-4.85688	2.06112		1	Inf	1	-Inf:Inf				1	1	0.35	0.35	
X00000060253,LAMC1	3,1	Prot	6	6	1	0.17143	0.33333	value>cut,value<cut	2.0932	0.9754		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000037843,HCN2	1,2	Prot	6	6	1	0.16984	0.31637	value<cut,cut<value<cut	2.46407	-3.0387	-2.1321	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000037843,LOC709056	2,1	NonProt	7	6	0.85714	0.2	0.35376	cut<value<cut,value<cut	2.4711	2.87923	-0.39487	1	6.31578947368421	1	0.836:47.694				1	1	0.36842	0.31579	
X00000053274,LOC715623	1,1	NonProt	6	6	1	0.16984	0.35376	value<cut,value<cut	-0.3475	-1.80267		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
THRB,X00000058427	1,2	Prot	7	6	0.85714	0.2	0.33333	value<cut,cut<value<cut	-4.8763	1.2056	1.8339	1	5.7	1	0.755:43.043				1	1	0.35	0.3	
X00000053274,STARD8	3,1	Prot	7	6	0.85714	0.2	0.33333	value>cut,value<cut	1.5977	0.6779		1	5.7	1	0.755:43.043				1	1	0.35	0.3	
THRB,HCN2	1,2	Prot	6	6	1	0.17143	0.33333	value<cut,cut<value<cut	-4.8763	-3.1067	-2.0401	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
LOC709056,C5H4orf45	2,1	Prot	6	6	1	0.17937	0.34728	cut<value<cut,value<cut	-0.39487	0.78023	0.13517	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
THRB,HEY1	1,1	Prot	6	6	1	0.17857	0.34856	value<cut,value<cut	-4.87242	-1.9763		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
RBM46,CTH	3,2	Prot	7	6	0.85714	0.2	0.33333	value>cut,cut<value<cut	-0.9358	-1.5624	-0.6032	1	5.7	1	0.755:43.043				1	1	0.35	0.3	
LAMC1,X00000059995	2,3	Prot	7	6	0.85714	0.2	0.33333	cut<value<cut,value>cut	0.9754	1.853	0.6267	1	5.7	1	0.755:43.043				1	1	0.35	0.3	
KRTAP29.1,C5H4orf45	3,1	Prot	6	6	1	0.17143	0.32456	value>cut,value<cut	0.31275	0.1759		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
VSTM1,KRTAP29.1	1,3	Prot	6	6	1	0.17024	0.3299	value<cut,value>cut	4.31225	0.375		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000064715,X00000059995	3,3	Prot	6	6	1	0.16905	0.31667	value>cut,value>cut	1.9788	0.6383		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
VSTM1,MYH15	1,1	Prot	6	6	1	0.17143	0.33385	value<cut,value<cut	4.3465	-2.27085		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
FABP5,TNNT2	1,1	Prot	7	6	0.92857	0.2	0.36111	value<cut,value<cut	1.98845	-2.3553		1	5.7	1	0.755:43.043				1	1	0.35	0.3	
FABP5,X00000053012	1,3	Prot	6	6	1	0.18003	0.35279	value<cut,value>cut	1.99315	2.86568		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
LOC719667,CTH	3,3	NonProt	7	6	0.8869	0.20847	0.39018	value>cut,value>cut	4.97058	-0.82883		1	6.31578947368421	1	0.836:47.694				1	1	0.36842	0.31579	
TMEM38A,LOC702786	3,2	NonProt	7	6	0.85714	0.2	0.35294	value>cut,cut<value<cut	3.2235	-4.9522	-0.37435	1	6.31578947368421	1	0.836:47.694				1	1	0.36842	0.31579	
FABP5,X00000060146	3,3	NonProt	6	6	0.92857	0.18571	0.36397	value>cut,value>cut	2.5097	-2.86625		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
LOC719667,KRTAP29.1	3,2	NonProt	6	6	1	0.17143	0.35376	value>cut,cut<value<cut	4.987	-4.9425	0.85983	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
X00000064313,KRTAP29.1	1,2	NonProt	6	6	1	0.17143	0.36397	value<cut,cut<value<cut	-2.6169	-5.01225	-1.204	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
X00000053012,TRIM16	1,1	NonProt	6	6	1	0.17143	0.35294	value<cut,value<cut	2.6072	-1.628		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
DLK1,LOC702786	3,2	NonProt	6	6	0.92857	0.18571	0.36397	value>cut,cut<value<cut	-0.1299	-4.917	-0.37435	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
LILRB1,LOC702786	3,2	NonProt	6	6	1	0.17064	0.3607	value>cut,cut<value<cut	7.73783	-4.94847	-0.54677	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
LOC702786,CTH	2,3	NonProt	7	6	0.94133	0.19184	0.36718	cut<value<cut,value>cut	-4.9591	-1.15204	-0.74399	1	6.31578947368421	1	0.836:47.694				1	1	0.36842	0.31579	
LOC702786,C5H4orf45	2,3	NonProt	6	6	1	0.17143	0.35294	cut<value<cut,value>cut	-4.9522	-0.9418	1.5752	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
TNNT2,TMX2	1,2	Prot	7	6	0.85714	0.2	0.33333	value<cut,cut<value<cut	-2.361	2.857	3.24	1	5.7	1	0.755:43.043				1	1	0.35	0.3	
F2RL3,LTC4S	1,1	Prot	7	6	0.85714	0.2	0.33333	value<cut,value<cut	-3.3308	-0.2908		1	5.7	1	0.755:43.043				1	1	0.35	0.3	
X00000053012,LTC4S	3,1	Prot	6	6	1	0.17143	0.33875	value>cut,value<cut	2.87615	-0.40035		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
TNNT2,LOC701920	1,2	Prot	6	6	1	0.17143	0.34314	value<cut,cut<value<cut	-2.361	5.2565	5.4955	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
LOC719667,USP31	2,1	Prot	6	6	1	0.17143	0.33987	cut<value<cut,value<cut	3.95933	4.972	0.1246	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
F2RL3,C5H4orf45	1,1	Prot	6	6	1	0.17143	0.32456	value<cut,value<cut	-3.4174	0.25165		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
VSTM1,F2RL3	1,1	Prot	6	6	1	0.17959	0.35218	value<cut,value<cut	4.38957	-3.75299		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
TNNT2,C5H4orf45	1,1	Prot	6	6	1	0.17143	0.33333	value<cut,value<cut	-2.361	0.1759		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
F2RL3,DLK1	1,2	Prot	6	6	0.92857	0.18571	0.34314	value<cut,cut<value<cut	-3.3308	-1.88425	-0.0066	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
USP31,ZNF576	1,3	Prot	6	6	0.92857	0.18294	0.31667	value<cut,value>cut	0.06835	3.94175		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
VSTM1,ZNF576	1,3	Prot	6	6	1	0.17143	0.33402	value<cut,value>cut	4.3465	3.945		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000037843,SMIM2	1,1	Prot	6	6	1	0.17143	0.33729	value<cut,value<cut	2.4736	-0.2696		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
LOC719667,TNNT2	2,1	Prot	6	6	1	0.17143	0.33333	cut<value<cut,value<cut	3.995	4.964	-2.361	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
RBM46,LOC709056	3,2	Prot	6	6	1	0.17143	0.34314	value>cut,cut<value<cut	-1.00085	-0.3788	0.8126	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
ESR1,USP31	3,1	Prot	6	6	1	0.17024	0.32552	value>cut,value<cut	1.05385	0.13258		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
TMX2,X00000053012	3,2	Prot	6	6	1	0.18191	0.34521	value>cut,cut<value<cut	3.2406	2.59224	2.87166	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
USP31,LAMC1	1,2	Prot	6	6	1	0.17143	0.32164	value<cut,cut<value<cut	0.0609	0.94073	1.83707	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
FABP5,USP31	1,1	Prot	6	6	1	0.17143	0.34314	value<cut,value<cut	1.98845	0.21915		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
TMEM38A,KRTAP29.1	3,2	NonProt	7	6	0.90476	0.19048	0.34641	value>cut,cut<value<cut	3.224	-5.00567	-1.2375	1	6.31578947368421	1	0.836:47.694				1	1	0.36842	0.31579	
DLK1,KRTAP29.1	3,2	NonProt	6	6	0.92857	0.18571	0.36397	value>cut,cut<value<cut	-0.1299	-4.97275	0.31275	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
F2RL3,DLK1	3,3	NonProt	6	6	1	0.17048	0.34951	value>cut,value>cut	-1.75826	-0.0399		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
LOC701920,X00000064313	1,1	NonProt	7	7	1	0.19429	0.396	value<cut,value<cut	5.2619	-2.65678		1	Inf	1	-Inf:Inf				1	1	0.36842	0.36842	
LILRB1,KRTAP29.1	3,2	NonProt	6	6	1	0.17024	0.35907	value>cut,cut<value<cut	7.74688	-4.999	-1.198	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
X00000059995,MAOA	3,2	Prot	7	6	0.85714	0.2	0.33333	value>cut,cut<value<cut	0.6267	0.2151	0.6635	1	5.7	1	0.755:43.043				1	1	0.35	0.3	
DLK1,LTC4S	1,1	Prot	6	6	1	0.17143	0.34314	value<cut,value<cut	-1.9201	-0.3273		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
STARD8,SMIM2	3,3	NonProt	6	6	1	0.17143	0.36397	value>cut,value>cut	1.48085	0.96565		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
STARD8,LOC114669850	3,1	NonProt	6	6	1	0.18571	0.38269	value>cut,value<cut	1.4746	-0.16588		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
STARD8,HCN2	3,3	NonProt	6	6	1	0.17143	0.34951	value>cut,value>cut	1.4761	-2.1214		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
FABP5,TRIM16	1,2	Prot	7	6	0.85714	0.2	0.33333	value<cut,cut<value<cut	1.991	-1.628	-0.9268	1	5.7	1	0.755:43.043				1	1	0.35	0.3	
TMX2,A1BG	3,3	Prot	7	7	0.89286	0.21032	0.36739	value>cut,value>cut	3.2416	-1.44232		1	Inf	1	-Inf:Inf				1	1	0.35	0.35	
X00000053274,TNNT2	3,1	Prot	6	6	0.92857	0.18571	0.33333	value>cut,value<cut	1.5977	-2.3553		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
TMX2,F2RL3	3,1	Prot	6	6	1	0.17064	0.3252	value>cut,value<cut	3.241	-3.94278		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
TMEM38A,DLK1	1,1	Prot	7	6	0.90476	0.18889	0.32876	value<cut,value<cut	2.7665	-1.9323		1	5.7	1	0.755:43.043				1	1	0.35	0.3	
FABP5,MYH15	1,1	Prot	6	6	1	0.18095	0.36601	value<cut,value<cut	1.99187	-2.31273		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
KRTAP29.1,SDK2	2,1	NonProt	8	6	0.86607	0.21429	0.38235	cut<value<cut,value<cut	-4.997	0.31275	-0.8912	1	3.15789473684211	1	0.725:13.762				1	1	0.42105	0.31579	
X00000064715,X00000058427	1,3	NonProt	7	6	0.85714	0.2	0.36397	value<cut,value>cut	-0.026	1.83405		1	6.31578947368421	1	0.836:47.694				1	1	0.36842	0.31579	
LOC702786,SMIM2	2,3	NonProt	6	6	0.92857	0.18571	0.35907	cut<value<cut,value>cut	-4.92785	-0.63298	1.03332	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
KRTAP29.1,SMIM2	2,3	NonProt	6	6	0.92857	0.18571	0.34314	cut<value<cut,value>cut	-4.9395	0.31275	1.0064	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
LOC719667,SMIM2	3,3	NonProt	6	6	1	0.18433	0.3894	value>cut,value>cut	4.97912	1.0064		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
SMIM2,HCN2	3,3	NonProt	6	6	1	0.17143	0.35294	value>cut,value>cut	0.9118	-2.0401		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
LOC709056,SMIM2	1,3	NonProt	6	6	1	0.17143	0.35376	value<cut,value>cut	-0.36277	0.9849		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
X00000037843,HCN2	3,3	NonProt	7	6	0.85714	0.2	0.35294	value>cut,value>cut	2.8764	-2.0401		1	6.31578947368421	1	0.836:47.694				1	1	0.36842	0.31579	
VSTM1,LOC114669850	2,1	NonProt	8	7	0.86905	0.21905	0.39311	cut<value<cut,value<cut	4.3465	5.21217	-0.1699	1	7.36842105263158	1	0.998:54.391				1	1	0.42105	0.36842	
TMX2,THRB	1,3	NonProt	6	6	1	0.17143	0.36029	value<cut,value>cut	2.87067	-3.0807		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
TMX2,USP31	1,3	NonProt	6	6	1	0.17143	0.35294	value<cut,value>cut	2.857	0.6409		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
VSTM1,LOC709056	1,3	Prot	7	6	0.85714	0.2	0.33333	value<cut,value>cut	4.3465	0.8126		1	5.7	1	0.755:43.043				1	1	0.35	0.3	
X00000064313,MYH15	1,1	Prot	7	6	0.85714	0.2	0.33333	value<cut,value<cut	-2.494	-2.2252		1	5.7	1	0.755:43.043				1	1	0.35	0.3	
ESR1,HCN2	2,2	Prot	7	6	0.85714	0.2	0.33333	cut<value<cut,cut<value<cut	0.5914	1.041	-3.1067	1	5.7	1	0.755:43.043			-2.0401	1	1	0.35	0.3	
X00000053012,HCN2	1,3	NonProt	7	6	0.85714	0.2	0.35294	value<cut,value>cut	2.6072	-2.0401		1	6.31578947368421	1	0.836:47.694				1	1	0.36842	0.31579	
X00000053012,SMIM2	1,3	NonProt	6	6	1	0.16905	0.36397	value<cut,value>cut	2.6072	0.9118		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
STARD8,DLK1	3,3	NonProt	6	6	1	0.17143	0.35084	value>cut,value>cut	1.46817	0.03476		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
VSTM1,HCN2	1,1	Prot	6	6	1	0.17857	0.35346	value<cut,value<cut	4.32938	-2.94885		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
FABP5,CFAP70	1,2	Prot	6	6	1	0.16984	0.31637	value<cut,cut<value<cut	1.99187	0.1011	2.23473	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
MYH15,ZNF576	1,3	Prot	6	6	1	0.17143	0.34314	value<cut,value>cut	-2.29085	3.945		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
FABP5,C5H4orf45	1,1	Prot	6	6	1	0.17143	0.33402	value<cut,value<cut	1.9876	0.21843		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
LOC709056,LTC4S	3,1	Prot	6	6	1	0.17143	0.33333	value>cut,value<cut	0.8126	-0.2908		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000053012,ESR1	2,2	Prot	7	6	0.85714	0.2	0.33333	cut<value<cut,cut<value<cut	2.6072	2.8896	0.5914	1	5.7	1	0.755:43.043			1.041	1	1	0.35	0.3	
LOC702786,C5H4orf45	3,1	Prot	6	6	1	0.17143	0.33385	value>cut,value<cut	-0.09062	0.21378		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
VSTM1,LOC702786	1,3	Prot	6	6	0.97143	0.17619	0.32708	value<cut,value>cut	4.3446	-0.26086		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
VSTM1,X00000056965	3,1	NonProt	6	6	0.92857	0.18571	0.34314	value>cut,value<cut	5.1675	-3.3614		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
FABP5,USP31	3,2	NonProt	6	6	1	0.1754	0.36302	value>cut,cut<value<cut	2.46235	0.13557	0.70242	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
ZNF576,X00000056965	1,1	NonProt	6	6	1	0.16905	0.36397	value<cut,value<cut	3.741	-3.4086		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
TMX2,X00000058427	1,3	NonProt	6	6	1	0.17143	0.36397	value<cut,value>cut	2.8775	1.81625		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
TNNT2,X00000064369	1,3	Prot	6	6	1	0.17143	0.34314	value<cut,value>cut	-2.3553	3.3376		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000064715,X00000064369	3,3	Prot	7	6	0.96875	0.19127	0.347	value>cut,value>cut	2.00528	3.28717		1	5.7	1	0.755:43.043				1	1	0.35	0.3	
X00000053274,USP31	3,1	Prot	6	6	1	0.17143	0.33987	value>cut,value<cut	1.5977	0.18393		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
USP31,X00000056965	1,2	Prot	6	6	1	0.17714	0.34819	value<cut,cut<value<cut	0.1021	-3.4341	-2.02892	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000037843,X00000060253	1,3	Prot	7	6	0.90179	0.20714	0.37663	value<cut,value>cut	2.47585	2.05002		1	5.7	1	0.755:43.043				1	1	0.35	0.3	
TARM1,KRTAP29.1	3,2	NonProt	7	6	0.85714	0.19815	0.36765	value>cut,cut<value<cut	1.98717	-4.991	-0.15133	1	6.31578947368421	1	0.836:47.694				1	1	0.36842	0.31579	
FABP5,SDK2	3,2	NonProt	6	6	1	0.17143	0.34865	value>cut,cut<value<cut	2.46235	-0.99625	0.6044	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
LOC715623,ZNF576	1,1	NonProt	7	6	0.85714	0.19815	0.36765	value<cut,value<cut	-1.77283	3.741		1	6.31578947368421	1	0.836:47.694				1	1	0.36842	0.31579	
TARM1,LOC702786	3,2	NonProt	7	6	0.90476	0.19048	0.36029	value>cut,cut<value<cut	2.01607	-4.92873	-0.1852	1	6.31578947368421	1	0.836:47.694				1	1	0.36842	0.31579	
LOC715623,LAMC1	1,3	NonProt	7	6	0.86225	0.20726	0.37366	value<cut,value>cut	-1.74316	1.76459		1	6.31578947368421	1	0.836:47.694				1	1	0.36842	0.31579	
LOC709056,X00000056965	1,1	NonProt	6	6	0.97143	0.17619	0.35784	value<cut,value<cut	-0.40306	-3.4341		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
LOC715623,X00000064369	1,1	NonProt	6	6	1	0.16984	0.35376	value<cut,value<cut	-1.80267	2.6045		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
X00000037843,THRB	3,3	NonProt	7	6	0.85714	0.2	0.35907	value>cut,value>cut	2.96835	-3.1655		1	6.31578947368421	1	0.836:47.694				1	1	0.36842	0.31579	
LOC719667,ZNF576	3,1	NonProt	7	6	0.88571	0.19317	0.36225	value>cut,value<cut	4.9671	3.745		1	6.31578947368421	1	0.836:47.694				1	1	0.36842	0.31579	
F2RL3,USP31	3,3	NonProt	7	6	0.91071	0.2	0.37337	value>cut,value>cut	-1.7442	0.68083		1	6.31578947368421	1	0.836:47.694				1	1	0.36842	0.31579	
TMX2,SDK2	1,2	NonProt	6	6	1	0.17143	0.35294	value<cut,cut<value<cut	2.857	-0.8912	0.7789	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
